combination,check_text,frequency
verified_certificate:resp,确认本组织有权根据 ERP 实际生产型号纠正发票录入错误，相关修正已在版本2完成,1
verified_certificate:resp,确认版本3单据包内信用证、发票、装箱单、提单描述、检验证明均显示 MX-40/10套，相互不冲突,1
verified_certificate:resp,核对检验证明QC-1的检查范围是否仅为包装完整性与数量抽样,1
verified_certificate:resp,核对当前单据包版本3中检验证明QC-1与信用证LC-1、发票INV-3、装箱单PK-1、提单BL-3在型号MX-40与数量10套上是否相互一致,1
verified_certificate:resp,核对是否存在买方就型号变更出具的正式批准文件,1
verified_certificate:resp,核对本组织是否在QC-1范围内对型号适配性或设备性能作出任何合格判定,1
verified_certificate:resp,核对信用证LC-1的型号与数量要求,1
verified_certificate:resp,核对现行发票INV-3型号MX-40、数量10与信用证是否一致,1
verified_certificate:resp,核对装箱单PK-1型号MX-40、数量10与发票及信用证是否一致,1
verified_certificate:resp,核对提单BL-3运输描述MX-40、数量10与发票、装箱单及信用证是否一致,1
verified_certificate:resp,核对检验证明QC-1范围与结果，以及与单据包其他文件是否在型号与数量上相互一致,1
verified_certificate:resp,核对版本3单据包内信用证、发票、装箱单、提单、检验证明之间是否存在相互冲突的描述,1
verified_certificate:resp,核对出口方在版本2对发票的更正依据是否属于其权限范围,1
verified_certificate:resp,核对信用证LC-1要求的型号与数量（MX-40、10套）,2
verified_certificate:resp,核对现行发票INV-3型号与数量是否与信用证一致,1
verified_certificate:resp,核对提单BL-3运输描述型号与数量是否与发票、装箱单、信用证一致,1
verified_certificate:resp,核对检验证明QC-1的检查范围与结果，以及与单据包其他文件是否在型号与数量上相互一致,1
verified_certificate:resp,核对销售邮件是否构成正式型号变更授权,2
verified_certificate:resp,核对版本3单据包内是否存在相互冲突的型号或数量描述,1
verified_certificate:resp,核对出口方版本2的发票更正是否在其权限范围内,1
verified_certificate:resp,核对货代版本3的提单运输描述明确化是否属于委托范围内且不构成型号变更,1
verified_certificate:resp,核对现行发票INV-3型号MX-40、数量10套与信用证是否一致,1
verified_certificate:resp,核对装箱单PK-1型号MX-40、数量10套与发票及信用证是否一致,1
verified_certificate:resp,核对提单BL-3运输描述MX-40、数量10套与发票、装箱单、信用证是否一致,1
verified_certificate:resp,核对检验证明QC-1检查范围（包装完整性与数量抽样）及结果clear是否与其他单据在型号与数量上不冲突,1
verified_certificate:resp,核对MX-40B型号变更是否已通过本组织采购审批,1
verified_certificate:resp,核对版本3单据包内是否仍存在型号或数量层面的冲突,1
verified_certificate:resp,核对出口方版本2发票更正及货代版本3提单描述明确化是否分属其各自权限范围,1
verified_certificate:resp,核对信用证 MX-40 与发票 MX-40B 的型号一致性,1
verified_certificate:resp,核对装箱单 MX-40 与发票 MX-40B 的型号一致性,1
verified_certificate:resp,核对提单描述 MX series 与发票 MX-40B 的一致性,1
verified_certificate:resp,核对检验证明与发票数量、型号的一致性,1
verified_certificate:resp,核对 ERP 实际货物型号 MX-40 与发票型号 MX-40B 的差异,1
verified_certificate:resp,审阅销售助理引用的技术沟通邮件是否构成正式型号变更授权,1
verified_certificate:resp,核对提单描述：'10 industrial pump sets MX series',1
verified_certificate:resp,核对当前发票型号：MX-40,1
verified_certificate:resp,核对当前装箱单型号：MX-40,1
verified_certificate:resp,核对信用证型号：MX-40,1
verified_certificate:resp,核对买方技术邮件：仅为可行性沟通，非正式型号变更授权,1
verified_certificate:resp,核对检验证明QC-1的检查范围与实际货物一致性,1
verified_certificate:resp,核对当前发票、装箱单、提单、信用证中型号MX-40与数量10的一致性,1
verified_certificate:resp,核对买方技术邮件的性质（可行性沟通而非正式型号变更授权）,1
verified_certificate:resp,确认信用证要求：型号变更需买方正式批准,1
verified_certificate:resp,核对信用证LC-1中型号MX-40、数量10与各项单据的一致性,1
verified_certificate:resp,核对当前发票INV-3型号MX-40、数量10,1
verified_certificate:resp,核对装箱单PK-1型号MX-40、数量10,2
verified_certificate:resp,核对提单BL-1描述'10 industrial pump sets MX series'与数量10的兼容性,1
verified_certificate:resp,核对检验证明QC-1检验范围(包装完整性及数量抽样)与结果(clear)与单据型号数量的对应关系,1
verified_certificate:resp,核对买方技术邮件性质(可行性沟通而非正式型号变更授权),1
verified_certificate:resp,核对信用证要求:型号变更需买方正式批准,1
verified_certificate:resp,确认工作流执行回执显示旧版本问题已以当前单据包为准、所有旧证书失效,1
verified_certificate:resp,核对信用证LC-1型号MX-40、数量10与当前单据包的一致性,1
verified_certificate:resp,核对发票INV-3型号MX-40、数量10,1
verified_certificate:resp,核对提单BL-1描述与信用证型号的兼容性,1
verified_certificate:resp,核对检验证明QC-1检验范围与结果的对应关系,1
verified_certificate:resp,核对买方技术邮件性质及是否构成型号变更授权,1
verified_certificate:resp,核对信用证条款中型号变更需买方正式批准的要求,1
verified_certificate:resp,核对工作流执行回执确认当前单据包版本及旧证书失效状态,1
verified_certificate:resp,核对当前单据包版本2下发票INV-3、装箱单PK-1型号MX-40、数量10与信用证LC-1的一致性,1
verified_certificate:resp,核对提单BL-1描述'10 industrial pump sets MX series'与MX-40型号的兼容性,1
verified_certificate:resp,核对检验证明QC-1检验范围(包装完整性及数量抽样)与结果(clear)的对应性,1
verified_certificate:resp,核对买方技术邮件性质：可行性沟通而非正式型号变更授权,1
verified_certificate:resp,核对工作流执行回执：seller发票修改已执行，旧版本问题以当前单据为准，旧证书失效,1
verified_certificate:resp,核对信用证要求：型号变更需买方正式批准，确认目前无MX-40B的采购审批授权,1
verified_certificate:resp,核对信用证 LC-1 要求的型号与数量,1
verified_certificate:resp,核对提单 BL-1 货物描述,1
verified_certificate:resp,核对检验证书 QC-1 的检验范围与结果,1
verified_certificate:resp,比对销售助理引用的技术沟通邮件与信用证关于型号变更的正式批准要求,1
verified_certificate:resp,核对生产 ERP 中实际货物型号与数量,1
verified_certificate:resp,核对提单运输描述：10 industrial pump sets MX series,1
verified_certificate:resp,对照信用证要求型号MX-40、数量10套,1
verified_certificate:resp,评估MX series概括与MX-40是否存在不冲突描述,1
verified_certificate:resp,确认已获得承运人委托可依据订舱记录明确运输描述,1
verified_certificate:resp,核对卖方公开消息：发票型号已更正为MX-40，数量10套，与装箱单、信用证一致,1
verified_certificate:resp,核对当前发票、信用证、装箱单及提单中的型号与数量,1
verified_certificate:resp,核对检验证明的当前版本与检验范围,1
verified_certificate:resp,确认销售邮件仅为技术沟通，不作为正式型号变更授权,1
verified_certificate:resp,核对本组织ERP记录中的实际货物型号与数量,1
verified_certificate:resp,核对当前检验证明版本与适用范围,1
verified_certificate:resp,核对发票、装箱单、提单与信用证型号数量一致性,1
verified_certificate:resp,核对提单运输描述与装箱单、销售邮件的关系,1
verified_certificate:resp,确认销售邮件不构成买方正式型号变更批准,1
verified_certificate:resp,核对当前发票型号与数量是否与信用证一致,2
verified_certificate:resp,核对当前装箱单型号与数量是否与信用证、发票一致,2
verified_certificate:resp,核对当前提单运输描述是否与装箱单、发票型号一致（描述可不字面一致但不得冲突）,1
verified_certificate:resp,核对检验证明当前版本、适用范围与结果是否与信用证及单据不冲突,1
verified_certificate:resp,确认信用证要求的型号变更买方正式批准状态（依据销售邮件与公开消息）,1
verified_certificate:resp,确认当前单据包版本(bundle_version 3)及各组织已确认的一致性结论,1
verified_certificate:resp,核对信用证LC-1所要求的单据范围（发票、装箱单、提单、检验证明）及型号MX-40、数量10套,1
verified_certificate:resp,核对当前提单运输描述是否与装箱单、发票型号数量不冲突,1
verified_certificate:resp,核对检验证明QC-1当前版本、适用范围与结果是否与信用证及单据不冲突,1
verified_certificate:resp,核对销售邮件性质，确认买方是否已对MX-40B型号变更给予正式批准,1
verified_certificate:resp,核对当前bundle_version及前置证书，确认此前型号不一致与改单事项已被当前版本取代,1
verified_certificate:resp,独立判断各组织前置'pass'结论不替代本组织审单职责,1
verified_certificate:resp,核对信用证LC-1要求型号MX-40、数量10套,1
verified_certificate:resp,核对当前发票型号MX-40、数量10套,1
verified_certificate:resp,核对当前装箱单型号MX-40、数量10套,1
verified_certificate:resp,核对当前提单运输描述10 industrial pump sets MX-40,1
verified_certificate:resp,核对检验证明QC-1适用范围(包装完整性及数量抽样)及结果clear,1
verified_certificate:resp,核对销售邮件性质，确认MX-40B未获买方正式批准,1
verified_certificate:resp,核对bundle_version 3及此前改单/旧证书失效声明，确认MX-40B不一致事项已被取代,1
verified_certificate:resp,独立判断前置各组织pass结论不替代买方采购主管职责,1
verified_certificate:resp,"核对信用证对型号与数量的要求（MX-40, 10套）",1
verified_certificate:resp,比对发票（INV-2）、装箱单（PK-1）、提单（BL-1）、检验证（QC-1）的型号与数量一致性,1
verified_certificate:resp,"核对ERP生产记录的实际货物型号与数量（MX-40, 10套）",1
verified_certificate:resp,审阅销售助理引用的技术沟通邮件，判断是否构成正式型号变更授权,1
verified_certificate:resp,核对订舱记录型号与提单运输描述：订舱为10套MX-40泵，提单为MX系列概括,1
verified_certificate:resp,确认卖方发票修订后与订舱/装箱单/检验证一致为MX-40,1
verified_certificate:resp,核对信用证型号MX-40与当前单据包一致性,1
verified_certificate:resp,确认无买方对型号变更的正式批准，仅有非正式技术意见且明确要求暂不据此变更,1
verified_certificate:resp,核对检验证明(版本2)的检查范围是否仍为包装完整性与数量抽样,1
verified_certificate:resp,核对发票、装箱单、提单、检验证型号与信用证MX-40的一致性,1
verified_certificate:resp,核对数量一致性：信用证10套、发票10套、装箱单10套、提单10套,1
verified_certificate:resp,确认是否存在买方对型号变更的正式批准，仅依据公开消息与单据包判断,1
verified_certificate:resp,核对发票(版本3)型号MX-40与信用证LC-1型号MX-40的一致性,1
verified_certificate:resp,核对发票数量10套与信用证、装箱单、提单、检验证的一致性,1
verified_certificate:resp,核对装箱单型号MX-40与发票及信用证的一致性,1
verified_certificate:resp,核对提单运输描述'MX series'与订舱型号MX-40是否存在型号冲突,1
verified_certificate:resp,核对检验证QC-1 clear状态及其检查范围(包装完整性与数量抽样),1
verified_certificate:resp,核对实际生产货物(ERP显示10套MX-40)与当前发票型号一致性,1
verified_certificate:resp,确认是否存在买方对MX-40→MX-40B型号变更的正式批准文件,1
verified_certificate:resp,确认版本2单据包下旧证书已失效、新证书已签发且无内部冲突,1
verified_certificate:resp,核对检验证明QC-1检查范围与当前单据包(版本2)的一致性,1
verified_certificate:resp,核对发票、装箱单、提单、检验证型号MX-40与信用证LC-1的一致性,1
verified_certificate:resp,核对数量一致性：信用证、发票、装箱单、提单均为10套,1
verified_certificate:resp,确认是否存在买方对型号变更(MX-40→MX-40B)的正式批准,1
verified_certificate:resp,评估本次检验范围是否需要扩展至性能或型号适配性,1
